"cell_ind","row","col","lat","lon"
1,48,149,51.46875,-119.21875
2,48,150,51.46875,-119.15625
3,47,159,51.40625,-118.59375
4,47,158,51.40625,-118.65625
5,48,158,51.46875,-118.65625
6,47,158,51.40625,-118.65625
7,34,145,50.59375,-119.46875
8,34,144,50.59375,-119.53125
9,59,136,52.15625,-120.03125
10,59,137,52.15625,-119.96875
11,59,138,52.15625,-119.90625
12,60,139,52.21875,-119.84375
13,59,138,52.15625,-119.90625
14,57,140,52.03125,-119.78125
15,57,141,52.03125,-119.71875
16,56,140,51.96875,-119.78125
17,56,141,51.96875,-119.71875
18,57,144,52.03125,-119.53125
19,58,143,52.09375,-119.59375
20,59,144,52.15625,-119.53125
21,59,143,52.15625,-119.59375
22,63,139,52.40625,-119.84375
23,63,138,52.40625,-119.90625
24,64,138,52.46875,-119.90625
25,63,138,52.40625,-119.90625
26,65,142,52.53125,-119.65625
27,65,141,52.53125,-119.71875
28,64,141,52.46875,-119.71875
29,64,140,52.46875,-119.78125
30,65,138,52.53125,-119.90625
31,65,139,52.53125,-119.84375
32,65,140,52.53125,-119.78125
33,67,139,52.65625,-119.84375
34,66,140,52.59375,-119.78125
35,65,136,52.53125,-120.03125
36,64,136,52.46875,-120.03125
37,45,83,51.28125,-123.34375
38,46,84,51.34375,-123.28125
39,54,65,51.84375,-124.46875
40,55,65,51.90625,-124.46875
41,54,66,51.84375,-124.40625
42,55,66,51.90625,-124.40625
43,56,61,51.96875,-124.71875
44,56,62,51.96875,-124.65625
45,70,84,52.84375,-123.28125
46,71,83,52.90625,-123.34375
47,61,78,52.28125,-123.65625
48,62,79,52.34375,-123.59375
49,61,79,52.28125,-123.59375
50,62,79,52.34375,-123.59375
51,96,113,54.46875,-121.46875
52,95,114,54.40625,-121.40625
53,97,115,54.53125,-121.34375
54,96,114,54.46875,-121.40625
55,97,113,54.53125,-121.46875
56,97,114,54.53125,-121.40625
57,25,116,50.03125,-121.28125
58,25,117,50.03125,-121.21875
59,25,118,50.03125,-121.15625
60,26,118,50.09375,-121.15625
61,25,118,50.03125,-121.15625
62,23,116,49.90625,-121.28125
63,23,117,49.90625,-121.21875
64,24,116,49.96875,-121.28125
65,23,117,49.90625,-121.21875
66,32,120,50.46875,-121.03125
67,32,121,50.46875,-120.96875
68,32,122,50.46875,-120.90625
69,32,123,50.46875,-120.84375
70,33,121,50.53125,-120.96875
71,33,122,50.53125,-120.90625
72,33,123,50.53125,-120.84375
73,33,124,50.53125,-120.78125
74,33,123,50.53125,-120.84375
75,34,121,50.59375,-120.96875
76,34,122,50.59375,-120.90625
77,34,120,50.59375,-121.03125
78,35,121,50.65625,-120.96875
79,22,123,49.84375,-120.84375
80,23,123,49.90625,-120.84375
81,24,123,49.96875,-120.84375
82,23,123,49.90625,-120.84375
83,22,124,49.84375,-120.78125
84,23,124,49.90625,-120.78125
85,25,125,50.03125,-120.71875
86,24,124,49.96875,-120.78125
87,23,124,49.90625,-120.78125
88,23,126,49.90625,-120.65625
89,23,125,49.90625,-120.71875
90,22,128,49.84375,-120.53125
91,23,128,49.90625,-120.53125
92,29,131,50.28125,-120.34375
93,30,131,50.34375,-120.34375
94,47,124,51.40625,-120.78125
95,47,123,51.40625,-120.84375
96,47,122,51.40625,-120.90625
97,47,121,51.40625,-120.96875
98,48,121,51.46875,-120.96875
99,47,121,51.40625,-120.96875
100,47,114,51.40625,-121.40625
101,46,114,51.34375,-121.40625
102,42,137,51.09375,-119.96875
103,42,138,51.09375,-119.90625
104,42,139,51.09375,-119.84375
105,43,138,51.15625,-119.90625
106,42,139,51.09375,-119.84375
107,45,147,51.28125,-119.34375
108,46,147,51.34375,-119.34375
109,45,148,51.28125,-119.28125
110,46,148,51.34375,-119.28125
111,47,149,51.40625,-119.21875
112,46,149,51.34375,-119.21875
113,49,151,51.53125,-119.09375
114,49,150,51.53125,-119.15625
115,48,150,51.46875,-119.15625
116,47,150,51.40625,-119.15625
117,48,153,51.46875,-118.96875
118,48,152,51.46875,-119.03125
119,53,152,51.78125,-119.03125
120,54,152,51.84375,-119.03125
121,54,153,51.84375,-118.96875
122,54,152,51.84375,-119.03125
123,52,153,51.71875,-118.96875
124,53,153,51.78125,-118.96875
125,55,154,51.90625,-118.90625
126,56,153,51.96875,-118.96875
127,42,146,51.09375,-119.40625
128,42,145,51.09375,-119.46875
129,43,145,51.15625,-119.46875
130,42,145,51.09375,-119.46875
131,44,146,51.21875,-119.40625
132,43,146,51.15625,-119.40625
133,44,147,51.21875,-119.34375
134,43,146,51.15625,-119.40625
135,41,155,51.03125,-118.84375
136,41,154,51.03125,-118.90625
137,41,153,51.03125,-118.96875
138,42,153,51.09375,-118.96875
139,41,153,51.03125,-118.96875
140,42,156,51.09375,-118.78125
141,42,155,51.09375,-118.84375
142,42,154,51.09375,-118.90625
143,43,157,51.15625,-118.71875
144,43,156,51.15625,-118.78125
145,43,155,51.15625,-118.84375
146,45,155,51.28125,-118.84375
147,44,155,51.21875,-118.84375
148,44,151,51.21875,-119.09375
149,44,152,51.21875,-119.03125
150,46,152,51.34375,-119.03125
151,45,152,51.28125,-119.03125
152,46,151,51.34375,-119.09375
153,45,151,51.28125,-119.09375
154,44,150,51.21875,-119.15625
155,45,150,51.28125,-119.15625
156,46,150,51.34375,-119.15625
157,45,150,51.28125,-119.15625
158,44,148,51.21875,-119.28125
159,45,149,51.28125,-119.21875
160,47,155,51.40625,-118.84375
161,46,155,51.34375,-118.84375
162,46,159,51.34375,-118.59375
163,46,158,51.34375,-118.65625
164,46,157,51.34375,-118.71875
165,46,156,51.34375,-118.78125
166,47,156,51.40625,-118.78125
167,46,156,51.34375,-118.78125
168,48,159,51.46875,-118.59375
169,47,158,51.40625,-118.65625
170,47,157,51.40625,-118.71875
171,48,156,51.46875,-118.78125
172,48,155,51.46875,-118.84375
173,49,155,51.53125,-118.84375
174,48,155,51.46875,-118.84375
175,35,149,50.65625,-119.21875
176,36,149,50.71875,-119.21875
177,37,144,50.78125,-119.53125
178,37,145,50.78125,-119.46875
179,37,146,50.78125,-119.40625
180,37,147,50.78125,-119.34375
181,38,146,50.84375,-119.40625
182,38,147,50.84375,-119.34375
183,38,148,50.84375,-119.28125
184,38,147,50.84375,-119.34375
185,33,145,50.53125,-119.46875
186,33,144,50.53125,-119.53125
187,34,144,50.59375,-119.53125
188,34,143,50.59375,-119.59375
189,33,143,50.53125,-119.59375
190,33,141,50.53125,-119.71875
191,34,142,50.59375,-119.65625
192,30,142,50.34375,-119.65625
193,31,141,50.40625,-119.71875
194,38,156,50.84375,-118.78125
195,39,156,50.90625,-118.78125
196,38,157,50.84375,-118.71875
197,39,157,50.90625,-118.71875
198,41,162,51.03125,-118.40625
199,41,161,51.03125,-118.46875
200,41,160,51.03125,-118.53125
201,41,159,51.03125,-118.59375
202,40,158,50.96875,-118.65625
203,39,162,50.90625,-118.40625
204,39,161,50.90625,-118.46875
205,39,163,50.90625,-118.34375
206,40,162,50.96875,-118.40625
207,42,159,51.09375,-118.59375
208,43,159,51.15625,-118.59375
209,43,161,51.15625,-118.46875
210,43,160,51.15625,-118.53125
211,25,154,50.03125,-118.90625
212,26,154,50.09375,-118.90625
213,27,154,50.15625,-118.90625
214,25,155,50.03125,-118.84375
215,26,155,50.09375,-118.84375
216,25,156,50.03125,-118.78125
217,26,155,50.09375,-118.84375
218,58,136,52.09375,-120.03125
219,57,135,52.03125,-120.09375
220,58,137,52.09375,-119.96875
221,57,136,52.03125,-120.03125
222,57,138,52.03125,-119.90625
223,57,137,52.03125,-119.96875
224,57,139,52.03125,-119.84375
225,58,138,52.09375,-119.90625
226,60,137,52.21875,-119.96875
227,60,138,52.21875,-119.90625
228,59,138,52.15625,-119.90625
229,59,139,52.15625,-119.84375
230,58,139,52.09375,-119.84375
231,58,140,52.09375,-119.78125
232,59,140,52.15625,-119.78125
233,61,140,52.28125,-119.78125
234,60,140,52.21875,-119.78125
235,59,140,52.15625,-119.78125
236,56,142,51.96875,-119.65625
237,56,141,51.96875,-119.71875
238,57,141,52.03125,-119.71875
239,57,142,52.03125,-119.65625
240,58,142,52.09375,-119.65625
241,57,143,52.03125,-119.59375
242,58,142,52.09375,-119.65625
243,58,144,52.09375,-119.53125
244,58,143,52.09375,-119.59375
245,58,142,52.09375,-119.65625
246,60,144,52.21875,-119.53125
247,59,143,52.15625,-119.59375
248,58,142,52.09375,-119.65625
249,59,141,52.15625,-119.71875
250,59,142,52.15625,-119.65625
251,61,141,52.28125,-119.71875
252,60,141,52.21875,-119.71875
253,62,142,52.34375,-119.65625
254,61,142,52.28125,-119.65625
255,62,143,52.34375,-119.59375
256,61,142,52.28125,-119.65625
257,60,143,52.21875,-119.59375
258,61,143,52.28125,-119.59375
259,61,144,52.28125,-119.53125
260,61,143,52.28125,-119.59375
261,57,132,52.03125,-120.28125
262,57,133,52.03125,-120.21875
263,59,135,52.15625,-120.09375
264,59,134,52.15625,-120.15625
265,60,134,52.21875,-120.15625
266,59,134,52.15625,-120.15625
267,60,136,52.21875,-120.03125
268,60,135,52.21875,-120.09375
269,59,131,52.15625,-120.34375
270,60,131,52.21875,-120.34375
271,61,131,52.28125,-120.34375
272,66,138,52.59375,-119.90625
273,66,139,52.59375,-119.84375
274,66,140,52.59375,-119.78125
275,65,140,52.53125,-119.78125
276,64,140,52.46875,-119.78125
277,64,139,52.46875,-119.84375
278,63,138,52.40625,-119.90625
279,63,137,52.40625,-119.96875
280,65,137,52.53125,-119.96875
281,64,136,52.46875,-120.03125
282,64,137,52.46875,-119.96875
283,63,137,52.40625,-119.96875
284,61,137,52.28125,-119.96875
285,62,137,52.34375,-119.96875
286,62,136,52.34375,-120.03125
287,62,137,52.34375,-119.96875
288,61,139,52.28125,-119.84375
289,61,138,52.28125,-119.90625
290,62,138,52.34375,-119.90625
291,62,141,52.34375,-119.71875
292,62,140,52.34375,-119.78125
293,64,142,52.46875,-119.65625
294,63,141,52.40625,-119.71875
295,62,129,52.34375,-120.46875
296,62,130,52.34375,-120.40625
297,63,134,52.40625,-120.15625
298,64,134,52.46875,-120.15625
299,64,135,52.46875,-120.09375
300,64,134,52.46875,-120.15625
301,67,138,52.65625,-119.90625
302,67,137,52.65625,-119.96875
303,69,132,52.78125,-120.28125
304,70,133,52.84375,-120.21875
305,58,124,52.09375,-120.78125
306,57,125,52.03125,-120.71875
307,55,119,51.90625,-121.09375
308,54,119,51.84375,-121.09375
309,56,118,51.96875,-121.15625
310,55,118,51.90625,-121.15625
311,58,119,52.09375,-121.09375
312,57,119,52.03125,-121.09375
313,58,120,52.09375,-121.03125
314,57,119,52.03125,-121.09375
315,35,92,50.65625,-122.78125
316,36,92,50.71875,-122.78125
317,45,84,51.28125,-123.28125
318,46,84,51.34375,-123.28125
319,47,85,51.40625,-123.21875
320,57,73,52.03125,-123.96875
321,58,74,52.09375,-123.90625
322,58,73,52.09375,-123.96875
323,58,74,52.09375,-123.90625
324,56,74,51.96875,-123.90625
325,57,74,52.03125,-123.90625
326,56,68,51.96875,-124.28125
327,57,69,52.03125,-124.21875
328,56,70,51.96875,-124.15625
329,56,69,51.96875,-124.21875
330,57,69,52.03125,-124.21875
331,56,67,51.96875,-124.34375
332,57,67,52.03125,-124.34375
333,57,65,52.03125,-124.46875
334,56,66,51.96875,-124.40625
335,57,66,52.03125,-124.40625
336,56,66,51.96875,-124.40625
337,54,67,51.84375,-124.34375
338,55,67,51.90625,-124.34375
339,55,66,51.90625,-124.40625
340,55,65,51.90625,-124.46875
341,56,65,51.96875,-124.46875
342,54,64,51.84375,-124.53125
343,55,64,51.90625,-124.53125
344,53,63,51.78125,-124.59375
345,54,63,51.84375,-124.59375
346,55,63,51.90625,-124.59375
347,54,62,51.84375,-124.65625
348,55,62,51.90625,-124.65625
349,55,61,51.90625,-124.71875
350,55,62,51.90625,-124.65625
351,57,62,52.03125,-124.65625
352,56,62,51.96875,-124.65625
353,56,63,51.96875,-124.59375
354,57,58,52.03125,-124.90625
355,58,59,52.09375,-124.84375
356,57,59,52.03125,-124.84375
357,58,59,52.09375,-124.84375
358,60,59,52.21875,-124.84375
359,59,60,52.15625,-124.78125
360,61,63,52.28125,-124.59375
361,61,64,52.28125,-124.53125
362,61,65,52.28125,-124.46875
363,64,65,52.46875,-124.46875
364,63,65,52.40625,-124.46875
365,63,62,52.40625,-124.65625
366,63,63,52.40625,-124.59375
367,63,64,52.40625,-124.53125
368,64,64,52.46875,-124.53125
369,63,64,52.40625,-124.53125
370,67,60,52.65625,-124.78125
371,67,61,52.65625,-124.71875
372,68,62,52.71875,-124.65625
373,49,67,51.53125,-124.34375
374,50,68,51.59375,-124.28125
375,49,68,51.53125,-124.28125
376,50,68,51.59375,-124.28125
377,59,122,52.15625,-120.90625
378,60,122,52.21875,-120.90625
379,70,81,52.84375,-123.46875
380,71,81,52.90625,-123.46875
381,71,84,52.90625,-123.28125
382,71,83,52.90625,-123.34375
383,71,82,52.90625,-123.40625
384,72,85,52.96875,-123.21875
385,72,84,52.96875,-123.28125
386,72,83,52.96875,-123.34375
387,63,83,52.40625,-123.34375
388,63,82,52.40625,-123.40625
389,64,82,52.46875,-123.40625
390,64,81,52.46875,-123.46875
391,64,80,52.46875,-123.53125
392,65,80,52.53125,-123.53125
393,64,77,52.46875,-123.71875
394,63,78,52.40625,-123.65625
395,64,79,52.46875,-123.59375
396,64,78,52.46875,-123.65625
397,64,79,52.46875,-123.59375
398,63,81,52.40625,-123.46875
399,63,80,52.40625,-123.53125
400,62,77,52.34375,-123.71875
401,62,78,52.34375,-123.65625
402,62,79,52.34375,-123.59375
403,63,79,52.40625,-123.59375
404,69,74,52.78125,-123.90625
405,70,75,52.84375,-123.84375
406,69,75,52.78125,-123.84375
407,70,75,52.84375,-123.84375
408,89,87,54.03125,-123.09375
409,89,88,54.03125,-123.03125
410,93,83,54.28125,-123.34375
411,93,84,54.28125,-123.28125
412,98,87,54.59375,-123.09375
413,97,87,54.53125,-123.09375
414,98,88,54.59375,-123.03125
415,97,88,54.53125,-123.03125
416,98,90,54.59375,-122.90625
417,98,89,54.59375,-122.96875
418,99,90,54.65625,-122.90625
419,98,89,54.59375,-122.96875
420,96,81,54.46875,-123.46875
421,97,80,54.53125,-123.53125
422,96,104,54.46875,-122.03125
423,95,104,54.40625,-122.03125
424,94,105,54.34375,-121.96875
425,98,114,54.59375,-121.40625
426,97,114,54.53125,-121.40625
427,96,114,54.46875,-121.40625
428,95,114,54.40625,-121.40625
429,95,115,54.40625,-121.34375
430,95,116,54.40625,-121.28125
431,95,115,54.40625,-121.34375
432,96,115,54.46875,-121.34375
433,95,115,54.40625,-121.34375
434,97,116,54.53125,-121.28125
435,96,116,54.46875,-121.28125
436,96,118,54.46875,-121.15625
437,96,117,54.46875,-121.21875
438,94,120,54.34375,-121.03125
439,94,119,54.34375,-121.09375
440,96,119,54.46875,-121.09375
441,95,119,54.40625,-121.09375
442,90,122,54.09375,-120.90625
443,91,122,54.15625,-120.90625
444,91,121,54.15625,-120.96875
445,91,122,54.15625,-120.90625
446,90,123,54.09375,-120.84375
447,91,123,54.15625,-120.84375
448,91,127,54.15625,-120.59375
449,91,126,54.15625,-120.65625
450,91,125,54.15625,-120.71875
451,91,124,54.15625,-120.78125
452,92,123,54.21875,-120.84375
453,92,124,54.21875,-120.78125
454,93,125,54.28125,-120.71875
455,92,125,54.21875,-120.71875
456,92,127,54.21875,-120.59375
457,92,126,54.21875,-120.65625
458,93,126,54.28125,-120.65625
459,92,126,54.21875,-120.65625
460,94,121,54.34375,-120.96875
461,94,122,54.34375,-120.90625
462,95,122,54.40625,-120.90625
463,94,122,54.34375,-120.90625
464,96,122,54.46875,-120.90625
465,96,123,54.46875,-120.84375
466,75,112,53.15625,-121.53125
467,75,113,53.15625,-121.46875
468,98,44,54.59375,-125.78125
469,99,45,54.65625,-125.71875
470,98,45,54.59375,-125.71875
471,99,45,54.65625,-125.71875
472,98,46,54.59375,-125.65625
473,99,46,54.65625,-125.65625
474,99,45,54.65625,-125.71875
475,108,39,55.21875,-126.09375
476,108,40,55.21875,-126.03125
477,93,54,54.28125,-125.15625
478,92,54,54.21875,-125.15625
479,93,55,54.28125,-125.09375
480,92,55,54.21875,-125.09375
481,72,47,52.96875,-125.59375
482,73,47,53.03125,-125.59375
483,6,99,48.84375,-122.34375
484,7,99,48.90625,-122.34375
485,8,100,48.96875,-122.28125
486,8,99,48.96875,-122.34375
487,8,100,48.96875,-122.28125
488,15,105,49.40625,-121.96875
489,15,104,49.40625,-122.03125
490,17,103,49.53125,-122.09375
491,16,103,49.46875,-122.09375
492,15,104,49.40625,-122.03125
493,16,105,49.46875,-121.96875
494,15,104,49.40625,-122.03125
495,33,94,50.53125,-122.65625
496,32,94,50.46875,-122.65625
497,33,90,50.53125,-122.90625
498,33,91,50.53125,-122.84375
499,34,90,50.59375,-122.90625
500,33,91,50.53125,-122.84375
501,29,87,50.28125,-123.09375
502,29,88,50.28125,-123.03125
503,30,88,50.34375,-123.03125
504,29,88,50.28125,-123.03125
505,26,91,50.09375,-122.84375
506,27,90,50.15625,-122.90625
507,27,87,50.15625,-123.09375
508,27,88,50.15625,-123.03125
509,27,89,50.15625,-122.96875
510,27,90,50.15625,-122.90625
511,27,91,50.15625,-122.84375
512,27,90,50.15625,-122.90625
513,25,90,50.03125,-122.90625
514,26,90,50.09375,-122.90625
515,25,91,50.03125,-122.84375
516,26,90,50.09375,-122.90625
517,25,89,50.03125,-122.96875
518,26,89,50.09375,-122.96875
519,27,116,50.15625,-121.28125
520,28,117,50.21875,-121.21875
521,28,121,50.21875,-120.96875
522,28,120,50.21875,-121.03125
523,29,119,50.28125,-121.09375
524,31,120,50.40625,-121.03125
525,30,120,50.34375,-121.03125
526,29,121,50.28125,-120.96875
527,30,121,50.34375,-120.96875
528,26,119,50.09375,-121.09375
529,26,120,50.09375,-121.03125
530,26,116,50.09375,-121.28125
531,26,117,50.09375,-121.21875
532,25,118,50.03125,-121.15625
533,25,119,50.03125,-121.09375
534,25,120,50.03125,-121.03125
535,24,117,49.96875,-121.21875
536,23,117,49.90625,-121.21875
537,23,118,49.90625,-121.15625
538,24,119,49.96875,-121.09375
539,23,119,49.90625,-121.09375
540,24,119,49.96875,-121.09375
541,24,118,49.96875,-121.15625
542,24,119,49.96875,-121.09375
543,24,120,49.96875,-121.03125
544,24,119,49.96875,-121.09375
545,28,124,50.21875,-120.78125
546,28,123,50.21875,-120.84375
547,29,122,50.28125,-120.90625
548,28,123,50.21875,-120.84375
549,29,125,50.28125,-120.71875
550,29,124,50.28125,-120.78125
551,28,123,50.21875,-120.84375
552,30,125,50.34375,-120.71875
553,30,124,50.34375,-120.78125
554,31,125,50.40625,-120.71875
555,31,124,50.40625,-120.78125
556,35,120,50.65625,-121.03125
557,35,121,50.65625,-120.96875
558,34,122,50.59375,-120.90625
559,33,123,50.53125,-120.84375
560,32,123,50.46875,-120.84375
561,31,123,50.40625,-120.84375
562,33,125,50.53125,-120.71875
563,32,125,50.46875,-120.71875
564,33,126,50.53125,-120.65625
565,32,125,50.46875,-120.71875
566,31,126,50.40625,-120.65625
567,32,126,50.46875,-120.65625
568,33,127,50.53125,-120.59375
569,32,128,50.46875,-120.53125
570,25,124,50.03125,-120.78125
571,25,123,50.03125,-120.84375
572,25,121,50.03125,-120.96875
573,24,121,49.96875,-120.96875
574,24,122,49.96875,-120.90625
575,23,121,49.90625,-120.96875
576,23,122,49.90625,-120.90625
577,24,126,49.96875,-120.65625
578,24,125,49.96875,-120.71875
579,23,125,49.90625,-120.71875
580,23,124,49.90625,-120.78125
581,23,123,49.90625,-120.84375
582,23,122,49.90625,-120.90625
583,21,122,49.78125,-120.90625
584,22,122,49.84375,-120.90625
585,22,121,49.84375,-120.96875
586,22,122,49.84375,-120.90625
587,20,121,49.71875,-120.96875
588,21,121,49.78125,-120.96875
589,20,122,49.71875,-120.90625
590,21,121,49.78125,-120.96875
591,21,120,49.78125,-121.03125
592,21,121,49.78125,-120.96875
593,20,118,49.71875,-121.15625
594,20,119,49.71875,-121.09375
595,20,120,49.71875,-121.03125
596,19,121,49.65625,-120.96875
597,19,120,49.65625,-121.03125
598,28,125,50.21875,-120.71875
599,28,126,50.21875,-120.65625
600,28,127,50.21875,-120.59375
601,28,126,50.21875,-120.65625
602,25,126,50.03125,-120.65625
603,25,127,50.03125,-120.59375
604,24,127,49.96875,-120.59375
605,25,128,50.03125,-120.53125
606,23,127,49.90625,-120.59375
607,24,128,49.96875,-120.53125
608,23,129,49.90625,-120.46875
609,23,128,49.90625,-120.53125
610,24,128,49.96875,-120.53125
611,23,131,49.90625,-120.34375
612,23,130,49.90625,-120.40625
613,24,130,49.96875,-120.40625
614,24,129,49.96875,-120.46875
615,25,129,50.03125,-120.46875
616,24,129,49.96875,-120.46875
617,25,131,50.03125,-120.34375
618,25,130,50.03125,-120.40625
619,23,132,49.90625,-120.28125
620,24,131,49.96875,-120.34375
621,24,132,49.96875,-120.28125
622,24,131,49.96875,-120.34375
623,22,133,49.84375,-120.21875
624,23,133,49.90625,-120.21875
625,24,133,49.96875,-120.21875
626,22,134,49.84375,-120.15625
627,23,134,49.90625,-120.15625
628,24,134,49.96875,-120.15625
629,25,135,50.03125,-120.09375
630,24,134,49.96875,-120.15625
631,22,135,49.84375,-120.09375
632,23,135,49.90625,-120.09375
633,29,128,50.28125,-120.53125
634,29,129,50.28125,-120.46875
635,30,128,50.34375,-120.53125
636,30,129,50.34375,-120.46875
637,31,127,50.40625,-120.59375
638,31,128,50.40625,-120.53125
639,30,129,50.34375,-120.46875
640,31,129,50.40625,-120.46875
641,30,129,50.34375,-120.46875
642,29,132,50.28125,-120.28125
643,30,131,50.34375,-120.34375
644,30,130,50.34375,-120.40625
645,30,132,50.34375,-120.28125
646,31,131,50.40625,-120.34375
647,30,133,50.34375,-120.21875
648,31,132,50.40625,-120.28125
649,26,131,50.09375,-120.34375
650,26,132,50.09375,-120.28125
651,29,134,50.28125,-120.15625
652,28,134,50.21875,-120.15625
653,27,137,50.15625,-119.96875
654,28,136,50.21875,-120.03125
655,23,136,49.90625,-120.03125
656,24,136,49.96875,-120.03125
657,23,137,49.90625,-119.96875
658,24,137,49.96875,-119.96875
659,23,138,49.90625,-119.90625
660,24,137,49.96875,-119.96875
661,39,116,50.90625,-121.28125
662,38,117,50.84375,-121.21875
663,38,113,50.84375,-121.46875
664,39,113,50.90625,-121.46875
665,39,112,50.90625,-121.53125
666,39,113,50.90625,-121.46875
667,38,111,50.84375,-121.59375
668,38,112,50.84375,-121.53125
669,37,109,50.78125,-121.71875
670,37,110,50.78125,-121.65625
671,37,111,50.78125,-121.59375
672,36,113,50.71875,-121.46875
673,37,113,50.78125,-121.46875
674,37,112,50.78125,-121.53125
675,37,111,50.78125,-121.59375
676,36,109,50.71875,-121.71875
677,36,110,50.71875,-121.65625
678,36,111,50.71875,-121.59375
679,36,112,50.71875,-121.53125
680,36,111,50.71875,-121.59375
681,34,110,50.59375,-121.65625
682,35,110,50.65625,-121.65625
683,35,111,50.65625,-121.59375
684,35,112,50.65625,-121.53125
685,35,111,50.65625,-121.59375
686,39,111,50.90625,-121.59375
687,40,112,50.96875,-121.53125
688,40,111,50.96875,-121.59375
689,40,112,50.96875,-121.53125
690,42,114,51.09375,-121.40625
691,41,114,51.03125,-121.40625
692,41,118,51.03125,-121.15625
693,41,117,51.03125,-121.21875
694,41,116,51.03125,-121.28125
695,42,115,51.09375,-121.34375
696,42,118,51.09375,-121.15625
697,43,118,51.15625,-121.15625
698,43,120,51.15625,-121.03125
699,43,119,51.15625,-121.09375
700,44,119,51.21875,-121.09375
701,43,119,51.15625,-121.09375
702,44,120,51.21875,-121.03125
703,43,119,51.15625,-121.09375
704,43,111,51.15625,-121.59375
705,42,111,51.09375,-121.59375
706,45,113,51.28125,-121.46875
707,44,113,51.21875,-121.46875
708,45,112,51.28125,-121.53125
709,44,112,51.21875,-121.53125
710,45,109,51.28125,-121.71875
711,45,110,51.28125,-121.65625
712,44,111,51.21875,-121.59375
713,43,107,51.15625,-121.84375
714,43,108,51.15625,-121.78125
715,43,109,51.15625,-121.71875
716,44,110,51.21875,-121.65625
717,42,109,51.09375,-121.71875
718,43,110,51.15625,-121.65625
719,44,110,51.21875,-121.65625
720,46,118,51.34375,-121.15625
721,46,119,51.34375,-121.09375
722,46,122,51.34375,-120.90625
723,46,121,51.34375,-120.96875
724,46,120,51.34375,-121.03125
725,48,124,51.46875,-120.78125
726,48,123,51.46875,-120.84375
727,48,122,51.46875,-120.90625
728,47,121,51.40625,-120.96875
729,47,120,51.40625,-121.03125
730,48,120,51.46875,-121.03125
731,47,120,51.40625,-121.03125
732,47,119,51.40625,-121.09375
733,48,119,51.46875,-121.09375
734,48,118,51.46875,-121.15625
735,48,119,51.46875,-121.09375
736,46,112,51.34375,-121.53125
737,46,113,51.34375,-121.46875
738,46,114,51.34375,-121.40625
739,46,115,51.34375,-121.34375
740,46,116,51.34375,-121.28125
741,47,117,51.40625,-121.21875
742,46,117,51.34375,-121.21875
743,47,117,51.40625,-121.21875
744,48,117,51.46875,-121.21875
745,47,117,51.40625,-121.21875
746,47,115,51.40625,-121.34375
747,47,116,51.40625,-121.28125
748,48,116,51.46875,-121.28125
749,47,116,51.40625,-121.28125
750,49,115,51.53125,-121.34375
751,48,115,51.46875,-121.34375
752,49,114,51.53125,-121.40625
753,48,114,51.46875,-121.40625
754,47,112,51.40625,-121.53125
755,47,113,51.40625,-121.46875
756,48,113,51.46875,-121.46875
757,49,113,51.53125,-121.46875
758,48,113,51.46875,-121.46875
759,48,111,51.46875,-121.59375
760,48,112,51.46875,-121.53125
761,49,111,51.53125,-121.59375
762,48,112,51.46875,-121.53125
763,46,129,51.34375,-120.46875
764,47,128,51.40625,-120.53125
765,38,120,50.84375,-121.03125
766,39,120,50.90625,-121.03125
767,41,123,51.03125,-120.84375
768,40,123,50.96875,-120.84375
769,41,126,51.03125,-120.65625
770,41,125,51.03125,-120.71875
771,42,125,51.09375,-120.71875
772,41,125,51.03125,-120.71875
773,41,127,51.03125,-120.59375
774,42,127,51.09375,-120.59375
775,41,128,51.03125,-120.53125
776,42,127,51.09375,-120.59375
777,41,129,51.03125,-120.46875
778,42,128,51.09375,-120.53125
779,38,129,50.84375,-120.46875
780,38,128,50.84375,-120.53125
781,33,134,50.53125,-120.15625
782,34,133,50.59375,-120.21875
783,32,131,50.46875,-120.34375
784,32,132,50.46875,-120.28125
785,33,133,50.53125,-120.21875
786,33,132,50.53125,-120.28125
787,33,133,50.53125,-120.21875
788,33,135,50.53125,-120.09375
789,34,135,50.59375,-120.09375
790,33,138,50.53125,-119.90625
791,34,138,50.59375,-119.90625
792,32,139,50.46875,-119.84375
793,33,139,50.53125,-119.84375
794,33,140,50.53125,-119.78125
795,33,139,50.53125,-119.84375
796,37,139,50.78125,-119.84375
797,37,140,50.78125,-119.78125
798,36,143,50.71875,-119.59375
799,36,142,50.71875,-119.65625
800,35,145,50.65625,-119.46875
801,35,144,50.65625,-119.53125
802,39,140,50.90625,-119.78125
803,39,141,50.90625,-119.71875
804,39,142,50.90625,-119.65625
805,42,144,51.09375,-119.53125
806,41,144,51.03125,-119.53125
807,41,143,51.03125,-119.59375
808,40,143,50.96875,-119.59375
809,40,142,50.96875,-119.65625
810,41,142,51.03125,-119.65625
811,40,141,50.96875,-119.71875
812,40,139,50.96875,-119.84375
813,40,140,50.96875,-119.78125
814,41,141,51.03125,-119.71875
815,43,140,51.15625,-119.78125
816,43,139,51.15625,-119.84375
817,42,139,51.09375,-119.84375
818,42,140,51.09375,-119.78125
819,41,141,51.03125,-119.71875
820,42,142,51.09375,-119.65625
821,42,141,51.09375,-119.71875
822,43,141,51.15625,-119.71875
