"cell_ind","row","col","lat","lon"
5818,95,40,54.40625,-126.03125
5819,95,41,54.40625,-125.96875
5820,94,56,54.34375,-125.03125
5821,93,57,54.28125,-124.96875
5822,94,57,54.34375,-124.96875
5823,93,57,54.28125,-124.96875
5824,94,58,54.34375,-124.90625
5825,93,57,54.28125,-124.96875
5826,88,59,53.96875,-124.84375
5827,88,58,53.96875,-124.90625
5828,88,57,53.96875,-124.96875
5829,86,52,53.84375,-125.28125
5830,86,51,53.84375,-125.34375
5831,86,50,53.84375,-125.40625
5832,86,49,53.84375,-125.46875
5833,87,48,53.90625,-125.53125
5834,87,49,53.90625,-125.46875
5835,87,48,53.90625,-125.53125
5836,88,47,53.96875,-125.59375
5837,87,47,53.90625,-125.59375
5838,88,43,53.96875,-125.84375
5839,88,44,53.96875,-125.78125
5840,88,45,53.96875,-125.71875
5841,87,46,53.90625,-125.65625
5842,88,46,53.96875,-125.65625
5843,87,46,53.90625,-125.65625
5844,86,46,53.84375,-125.65625
5845,86,45,53.84375,-125.71875
5846,86,44,53.84375,-125.78125
5847,87,44,53.90625,-125.78125
5848,86,41,53.84375,-125.96875
5849,87,42,53.90625,-125.90625
5850,86,42,53.84375,-125.90625
5851,87,42,53.90625,-125.90625
5852,88,40,53.96875,-126.03125
5853,88,41,53.96875,-125.96875
5854,90,42,54.09375,-125.90625
5855,90,41,54.09375,-125.96875
5856,91,39,54.15625,-126.09375
5857,90,39,54.09375,-126.09375
5858,91,40,54.15625,-126.03125
5859,90,39,54.09375,-126.09375
5860,91,37,54.15625,-126.21875
5861,91,38,54.15625,-126.15625
5862,92,37,54.21875,-126.21875
5863,91,38,54.15625,-126.15625
5864,87,39,53.90625,-126.09375
5865,88,39,53.96875,-126.09375
5866,87,37,53.90625,-126.21875
5867,88,37,53.96875,-126.21875
5868,89,32,54.03125,-126.53125
5869,89,33,54.03125,-126.46875
5870,89,34,54.03125,-126.40625
5871,89,35,54.03125,-126.34375
5872,91,35,54.15625,-126.34375
5873,90,35,54.09375,-126.34375
5874,89,35,54.03125,-126.34375
5875,91,34,54.15625,-126.40625
5876,90,34,54.09375,-126.40625
5877,91,32,54.15625,-126.53125
5878,91,33,54.15625,-126.46875
5879,90,33,54.09375,-126.46875
5880,90,30,54.09375,-126.65625
5881,90,31,54.09375,-126.59375
5882,91,29,54.15625,-126.71875
5883,91,30,54.15625,-126.65625
5884,92,30,54.21875,-126.65625
5885,91,30,54.15625,-126.65625
5886,92,31,54.21875,-126.59375
5887,91,30,54.15625,-126.65625
5888,92,28,54.21875,-126.78125
5889,92,29,54.21875,-126.71875
5890,93,28,54.28125,-126.78125
5891,92,29,54.21875,-126.71875
5892,90,27,54.09375,-126.84375
5893,89,27,54.03125,-126.84375
5894,88,24,53.96875,-127.03125
5895,88,25,53.96875,-126.96875
5896,90,24,54.09375,-127.03125
5897,89,24,54.03125,-127.03125
5898,88,23,53.96875,-127.09375
5899,87,23,53.90625,-127.09375
5900,87,21,53.90625,-127.21875
5901,87,22,53.90625,-127.15625
5902,89,22,54.03125,-127.15625
5903,88,22,53.96875,-127.15625
5904,87,59,53.90625,-124.84375
5905,86,58,53.84375,-124.90625
5906,83,66,53.65625,-124.40625
5907,84,67,53.71875,-124.34375
5908,86,53,53.84375,-125.21875
5909,85,53,53.78125,-125.21875
5910,85,47,53.78125,-125.59375
5911,85,48,53.78125,-125.53125
5912,77,56,53.28125,-125.03125
5913,78,57,53.34375,-124.96875
5914,79,60,53.40625,-124.78125
5915,79,59,53.40625,-124.84375
5916,76,58,53.21875,-124.90625
5917,76,59,53.21875,-124.84375
5918,77,60,53.28125,-124.78125
5919,76,60,53.21875,-124.78125
5920,77,60,53.28125,-124.78125
5921,79,62,53.40625,-124.65625
5922,78,62,53.34375,-124.65625
5923,76,63,53.21875,-124.59375
5924,76,62,53.21875,-124.65625
5925,78,49,53.34375,-125.46875
5926,78,50,53.34375,-125.40625
5927,76,49,53.21875,-125.46875
5928,77,49,53.28125,-125.46875
5929,77,48,53.28125,-125.53125
5930,77,49,53.28125,-125.46875
5931,78,53,53.34375,-125.21875
5932,78,52,53.34375,-125.28125
5933,77,52,53.28125,-125.28125
5934,77,51,53.28125,-125.34375
5935,77,50,53.28125,-125.40625
5936,77,49,53.28125,-125.46875
5937,76,46,53.21875,-125.65625
5938,76,47,53.21875,-125.59375
5939,76,48,53.21875,-125.53125
5940,72,46,52.96875,-125.65625
5941,72,45,52.96875,-125.71875
5942,73,45,53.03125,-125.71875
5943,73,46,53.03125,-125.65625
5944,74,46,53.09375,-125.65625
5945,75,47,53.15625,-125.59375
5946,74,47,53.09375,-125.59375
5947,75,47,53.15625,-125.59375
5948,73,43,53.03125,-125.84375
5949,74,43,53.09375,-125.84375
5950,75,44,53.15625,-125.78125
5951,75,45,53.15625,-125.71875
5952,75,46,53.15625,-125.65625
5953,75,47,53.15625,-125.59375
5954,75,49,53.15625,-125.46875
5955,75,48,53.15625,-125.53125
5956,73,49,53.03125,-125.46875
5957,73,48,53.03125,-125.53125
5958,74,48,53.09375,-125.53125
5959,73,50,53.03125,-125.40625
5960,74,49,53.09375,-125.46875
5961,74,50,53.09375,-125.40625
5962,74,49,53.09375,-125.46875
5963,74,51,53.09375,-125.34375
5964,75,51,53.15625,-125.34375
5965,74,52,53.09375,-125.28125
5966,75,52,53.15625,-125.28125
5967,74,53,53.09375,-125.21875
5968,75,53,53.15625,-125.21875
5969,75,58,53.15625,-124.90625
5970,74,57,53.09375,-124.96875
5971,74,56,53.09375,-125.03125
5972,74,55,53.09375,-125.09375
5973,74,54,53.09375,-125.15625
5974,75,53,53.15625,-125.21875
5975,75,57,53.15625,-124.96875
5976,75,56,53.15625,-125.03125
5977,75,55,53.15625,-125.09375
5978,76,57,53.21875,-124.96875
5979,76,56,53.21875,-125.03125
5980,79,47,53.40625,-125.59375
5981,79,48,53.40625,-125.53125
5982,80,48,53.46875,-125.53125
5983,79,48,53.40625,-125.53125
5984,79,45,53.40625,-125.71875
5985,80,45,53.46875,-125.71875
5986,81,45,53.53125,-125.71875
5987,80,45,53.46875,-125.71875
5988,81,44,53.53125,-125.78125
5989,80,44,53.46875,-125.78125
5990,79,42,53.40625,-125.90625
5991,80,43,53.46875,-125.84375
5992,79,43,53.40625,-125.84375
5993,80,43,53.46875,-125.84375
5994,79,41,53.40625,-125.96875
5995,80,41,53.46875,-125.96875
5996,79,39,53.40625,-126.09375
5997,80,40,53.46875,-126.03125
5998,80,41,53.46875,-125.96875
5999,81,43,53.53125,-125.84375
6000,81,42,53.53125,-125.90625
6001,81,41,53.53125,-125.96875
6002,79,34,53.40625,-126.40625
6003,79,35,53.40625,-126.34375
6004,79,36,53.40625,-126.28125
6005,79,37,53.40625,-126.21875
6006,80,37,53.46875,-126.21875
6007,80,38,53.46875,-126.15625
6008,80,39,53.46875,-126.09375
6009,81,40,53.53125,-126.03125
6010,83,39,53.65625,-126.09375
6011,83,40,53.65625,-126.03125
6012,82,40,53.59375,-126.03125
6013,81,40,53.53125,-126.03125
6014,82,32,53.59375,-126.53125
6015,82,33,53.59375,-126.46875
6016,82,34,53.59375,-126.40625
6017,83,35,53.65625,-126.34375
6018,83,36,53.65625,-126.28125
6019,82,37,53.59375,-126.21875
6020,82,38,53.59375,-126.15625
6021,81,39,53.53125,-126.09375
6022,82,39,53.59375,-126.09375
6023,81,39,53.53125,-126.09375
6024,80,35,53.46875,-126.34375
6025,80,36,53.46875,-126.28125
6026,81,33,53.53125,-126.46875
6027,81,34,53.53125,-126.40625
6028,81,35,53.53125,-126.34375
6029,74,34,53.09375,-126.40625
6030,75,35,53.15625,-126.34375
6031,74,35,53.09375,-126.34375
6032,75,35,53.15625,-126.34375
6033,74,36,53.09375,-126.28125
6034,75,35,53.15625,-126.34375
6035,75,36,53.15625,-126.28125
6036,75,35,53.15625,-126.34375
6037,72,31,52.96875,-126.59375
6038,73,31,53.03125,-126.59375
6039,73,32,53.03125,-126.53125
6040,74,32,53.09375,-126.53125
6041,75,32,53.15625,-126.53125
6042,74,30,53.09375,-126.65625
6043,74,31,53.09375,-126.59375
6044,75,31,53.15625,-126.59375
6045,74,27,53.09375,-126.84375
6046,74,28,53.09375,-126.78125
6047,72,29,52.96875,-126.71875
6048,73,29,53.03125,-126.71875
6049,73,30,53.03125,-126.65625
6050,73,29,53.03125,-126.71875
6051,77,25,53.28125,-126.96875
6052,77,26,53.28125,-126.90625
6053,77,27,53.28125,-126.84375
6054,77,28,53.28125,-126.78125
6055,75,28,53.15625,-126.78125
6056,76,28,53.21875,-126.78125
6057,75,27,53.15625,-126.84375
6058,76,27,53.21875,-126.84375
6059,76,24,53.21875,-127.03125
6060,76,25,53.21875,-126.96875
6061,76,26,53.21875,-126.90625
6062,75,25,53.15625,-126.96875
6063,75,26,53.15625,-126.90625
6064,77,24,53.28125,-127.03125
6065,78,24,53.34375,-127.03125
6066,78,23,53.34375,-127.09375
6067,78,24,53.34375,-127.03125
6068,76,22,53.21875,-127.15625
6069,77,23,53.28125,-127.09375
6070,76,23,53.21875,-127.09375
6071,77,23,53.28125,-127.09375
6072,77,22,53.28125,-127.15625
6073,78,22,53.34375,-127.15625
6074,76,21,53.21875,-127.21875
6075,77,21,53.28125,-127.21875
6076,81,31,53.53125,-126.59375
6077,82,30,53.59375,-126.65625
6078,78,19,53.34375,-127.34375
6079,79,20,53.40625,-127.28125
6080,86,25,53.84375,-126.96875
6081,86,26,53.84375,-126.90625
6082,14,91,49.34375,-122.84375
6083,14,92,49.34375,-122.78125
6084,15,91,49.40625,-122.84375
6085,15,92,49.40625,-122.78125
6086,15,93,49.40625,-122.71875
6087,15,92,49.40625,-122.78125
6088,17,92,49.53125,-122.78125
6089,16,92,49.46875,-122.78125
6090,15,92,49.40625,-122.78125
6091,16,93,49.46875,-122.71875
6092,15,92,49.40625,-122.78125
6093,16,98,49.46875,-122.40625
6094,15,98,49.40625,-122.40625
6095,15,97,49.40625,-122.46875
6096,14,97,49.34375,-122.46875
6097,13,97,49.28125,-122.46875
6098,13,96,49.28125,-122.53125
6099,13,95,49.28125,-122.59375
6100,13,94,49.28125,-122.65625
6101,13,93,49.28125,-122.71875
6102,14,93,49.34375,-122.71875
6103,13,93,49.28125,-122.71875
6104,16,94,49.46875,-122.65625
6105,15,94,49.40625,-122.65625
6106,14,94,49.34375,-122.65625
6107,15,95,49.40625,-122.59375
6108,14,95,49.34375,-122.59375
6109,16,95,49.46875,-122.59375
6110,16,96,49.46875,-122.53125
6111,16,97,49.46875,-122.46875
6112,16,96,49.46875,-122.53125
6113,17,96,49.53125,-122.53125
6114,16,96,49.46875,-122.53125
6115,17,97,49.53125,-122.46875
6116,16,96,49.46875,-122.53125
6117,17,93,49.53125,-122.71875
6118,17,94,49.53125,-122.65625
6119,17,95,49.53125,-122.59375
6120,18,95,49.59375,-122.59375
6121,17,95,49.53125,-122.59375
6122,18,96,49.59375,-122.53125
6123,17,95,49.53125,-122.59375
6124,18,92,49.59375,-122.78125
6125,18,93,49.59375,-122.71875
6126,18,94,49.59375,-122.65625
6127,20,95,49.71875,-122.59375
6128,19,94,49.65625,-122.65625
6129,18,94,49.59375,-122.65625
6130,19,95,49.65625,-122.59375
6131,18,94,49.59375,-122.65625
6132,19,91,49.65625,-122.84375
6133,19,92,49.65625,-122.78125
6134,19,93,49.65625,-122.71875
6135,20,92,49.71875,-122.78125
6136,20,93,49.71875,-122.71875
6137,20,94,49.71875,-122.65625
6138,20,93,49.71875,-122.71875
6139,21,94,49.78125,-122.65625
6140,21,93,49.78125,-122.71875
6141,23,92,49.90625,-122.78125
6142,22,92,49.84375,-122.78125
6143,21,93,49.78125,-122.71875
6144,22,93,49.84375,-122.71875
6145,21,93,49.78125,-122.71875
6146,22,94,49.84375,-122.65625
6147,21,93,49.78125,-122.71875
6148,20,91,49.71875,-122.84375
6149,21,92,49.78125,-122.78125
6150,21,90,49.78125,-122.90625
6151,21,91,49.78125,-122.84375
6152,21,92,49.78125,-122.78125
6153,23,90,49.90625,-122.90625
6154,23,91,49.90625,-122.84375
6155,22,91,49.84375,-122.84375
6156,23,89,49.90625,-122.96875
6157,22,90,49.84375,-122.90625
6158,12,100,49.21875,-122.28125
6159,12,99,49.21875,-122.34375
6160,13,101,49.28125,-122.21875
6161,13,100,49.28125,-122.28125
6162,14,101,49.34375,-122.21875
6163,14,100,49.34375,-122.28125
6164,15,101,49.40625,-122.21875
6165,15,100,49.40625,-122.28125
6166,17,99,49.53125,-122.34375
6167,16,99,49.46875,-122.34375
6168,15,100,49.40625,-122.28125
6169,16,100,49.46875,-122.28125
6170,15,100,49.40625,-122.28125
6171,16,102,49.46875,-122.15625
6172,16,101,49.46875,-122.21875
6173,17,101,49.53125,-122.21875
6174,16,101,49.46875,-122.21875
6175,18,103,49.59375,-122.09375
6176,17,102,49.53125,-122.15625
6177,16,101,49.46875,-122.21875
6178,18,100,49.59375,-122.28125
6179,17,100,49.53125,-122.28125
6180,19,99,49.65625,-122.34375
6181,18,99,49.59375,-122.34375
6182,19,96,49.65625,-122.53125
6183,18,97,49.59375,-122.46875
6184,18,98,49.59375,-122.40625
6185,20,96,49.71875,-122.53125
6186,19,97,49.65625,-122.46875
6187,6,101,48.84375,-122.21875
6188,7,101,48.90625,-122.21875
6189,8,101,48.96875,-122.21875
6190,9,101,49.03125,-122.21875
6191,9,102,49.03125,-122.15625
6192,10,103,49.09375,-122.09375
6193,9,103,49.03125,-122.09375
6194,10,103,49.09375,-122.09375
6195,8,104,48.96875,-122.03125
6196,9,104,49.03125,-122.03125
6197,9,105,49.03125,-121.96875
6198,10,105,49.09375,-121.96875
6199,8,107,48.96875,-121.84375
6200,9,106,49.03125,-121.90625
6201,10,105,49.09375,-121.96875
6202,8,108,48.96875,-121.78125
6203,9,107,49.03125,-121.84375
6204,10,107,49.09375,-121.84375
6205,9,108,49.03125,-121.78125
6206,10,107,49.09375,-121.84375
6207,7,108,48.90625,-121.78125
6208,7,109,48.90625,-121.71875
6209,8,109,48.96875,-121.71875
6210,9,109,49.03125,-121.71875
6211,10,109,49.09375,-121.71875
6212,7,111,48.90625,-121.59375
6213,8,111,48.96875,-121.59375
6214,9,110,49.03125,-121.65625
6215,10,109,49.09375,-121.71875
6216,11,109,49.15625,-121.71875
6217,10,109,49.09375,-121.71875
6218,11,110,49.15625,-121.65625
6219,10,111,49.09375,-121.59375
6220,11,111,49.15625,-121.59375
6221,10,111,49.09375,-121.59375
6222,9,112,49.03125,-121.53125
6223,10,112,49.09375,-121.53125
6224,11,112,49.15625,-121.53125
6225,10,112,49.09375,-121.53125
6226,9,113,49.03125,-121.46875
6227,10,113,49.09375,-121.46875
6228,10,114,49.09375,-121.40625
6229,10,113,49.09375,-121.46875
6230,6,113,48.84375,-121.46875
6231,7,113,48.90625,-121.46875
6232,8,113,48.96875,-121.46875
6233,9,114,49.03125,-121.40625
6234,6,114,48.84375,-121.40625
6235,7,114,48.90625,-121.40625
6236,8,114,48.96875,-121.40625
6237,9,114,49.03125,-121.40625
6238,9,116,49.03125,-121.28125
6239,9,115,49.03125,-121.34375
6240,9,114,49.03125,-121.40625
6241,6,115,48.84375,-121.34375
6242,7,115,48.90625,-121.34375
6243,8,115,48.96875,-121.34375
6244,7,116,48.90625,-121.28125
6245,8,115,48.96875,-121.34375
6246,13,103,49.28125,-122.09375
6247,12,104,49.21875,-122.03125
6248,13,105,49.28125,-121.96875
6249,13,106,49.28125,-121.90625
6250,15,102,49.40625,-122.15625
6251,15,103,49.40625,-122.09375
6252,14,103,49.34375,-122.09375
6253,14,104,49.34375,-122.03125
6254,14,105,49.34375,-121.96875
6255,13,106,49.28125,-121.90625
6256,14,106,49.34375,-121.90625
6257,13,106,49.28125,-121.90625
6258,14,107,49.34375,-121.84375
6259,14,108,49.34375,-121.78125
6260,14,109,49.34375,-121.71875
6261,14,108,49.34375,-121.78125
6262,15,109,49.40625,-121.71875
6263,15,108,49.40625,-121.78125
6264,18,111,49.59375,-121.59375
6265,17,110,49.53125,-121.65625
6266,17,109,49.53125,-121.71875
6267,17,108,49.53125,-121.78125
6268,16,108,49.46875,-121.78125
6269,15,108,49.40625,-121.78125
6270,15,106,49.40625,-121.90625
6271,15,107,49.40625,-121.84375
6272,16,106,49.46875,-121.90625
6273,16,107,49.46875,-121.84375
6274,17,105,49.53125,-121.96875
6275,17,106,49.53125,-121.90625
6276,17,107,49.53125,-121.84375
6277,22,108,49.84375,-121.78125
6278,22,107,49.84375,-121.84375
6279,21,106,49.78125,-121.90625
6280,20,107,49.71875,-121.84375
6281,19,107,49.65625,-121.84375
6282,18,107,49.59375,-121.84375
6283,17,107,49.53125,-121.84375
6284,18,104,49.59375,-122.03125
6285,19,105,49.65625,-121.96875
6286,18,105,49.59375,-121.96875
6287,19,105,49.65625,-121.96875
6288,19,104,49.65625,-122.03125
6289,19,105,49.65625,-121.96875
6290,20,105,49.71875,-121.96875
6291,19,105,49.65625,-121.96875
6292,21,104,49.78125,-122.03125
6293,20,104,49.71875,-122.03125
6294,19,100,49.65625,-122.28125
6295,19,101,49.65625,-122.21875
6296,19,102,49.65625,-122.15625
6297,20,103,49.71875,-122.09375
6298,21,103,49.78125,-122.09375
6299,20,103,49.71875,-122.09375
6300,22,102,49.84375,-122.15625
6301,21,102,49.78125,-122.15625
6302,20,100,49.71875,-122.28125
6303,21,101,49.78125,-122.21875
6304,20,101,49.71875,-122.21875
6305,21,101,49.78125,-122.21875
6306,19,98,49.65625,-122.40625
6307,20,98,49.71875,-122.40625
6308,20,99,49.71875,-122.34375
6309,21,100,49.78125,-122.28125
6310,21,101,49.78125,-122.21875
6311,21,98,49.78125,-122.40625
6312,21,99,49.78125,-122.34375
6313,22,100,49.84375,-122.28125
6314,22,99,49.84375,-122.34375
6315,22,100,49.84375,-122.28125
6316,22,101,49.84375,-122.21875
6317,22,100,49.84375,-122.28125
6318,23,100,49.90625,-122.28125
6319,22,100,49.84375,-122.28125
6320,23,101,49.90625,-122.21875
6321,22,100,49.84375,-122.28125
6322,22,98,49.84375,-122.40625
6323,23,99,49.90625,-122.34375
6324,25,98,50.03125,-122.40625
6325,24,98,49.96875,-122.40625
6326,23,99,49.90625,-122.34375
6327,25,99,50.03125,-122.34375
6328,24,99,49.96875,-122.34375
6329,23,99,49.90625,-122.34375
6330,24,100,49.96875,-122.28125
6331,23,99,49.90625,-122.34375
6332,22,95,49.84375,-122.59375
6333,22,96,49.84375,-122.53125
6334,22,97,49.84375,-122.46875
6335,23,98,49.90625,-122.40625
6336,23,97,49.90625,-122.46875
6337,23,98,49.90625,-122.40625
6338,25,92,50.03125,-122.78125
6339,24,92,49.96875,-122.78125
6340,23,93,49.90625,-122.71875
6341,23,94,49.90625,-122.65625
6342,23,95,49.90625,-122.59375
6343,24,96,49.96875,-122.53125
6344,24,97,49.96875,-122.46875
6345,26,92,50.09375,-122.78125
6346,25,93,50.03125,-122.71875
6347,25,94,50.03125,-122.65625
6348,25,95,50.03125,-122.59375
6349,25,96,50.03125,-122.53125
6350,25,100,50.03125,-122.28125
6351,26,100,50.09375,-122.28125
6352,26,99,50.09375,-122.34375
6353,26,98,50.09375,-122.40625
6354,25,97,50.03125,-122.46875
6355,25,96,50.03125,-122.53125
6356,26,95,50.09375,-122.59375
6357,26,96,50.09375,-122.53125
6358,26,97,50.09375,-122.46875
6359,26,96,50.09375,-122.53125
6360,27,94,50.15625,-122.65625
6361,27,95,50.15625,-122.59375
6362,26,96,50.09375,-122.53125
6363,28,96,50.21875,-122.53125
6364,27,96,50.15625,-122.53125
6365,26,96,50.09375,-122.53125
6366,27,99,50.15625,-122.34375
6367,27,98,50.15625,-122.40625
6368,27,97,50.15625,-122.46875
6369,28,100,50.21875,-122.28125
6370,28,99,50.21875,-122.34375
6371,28,98,50.21875,-122.40625
6372,28,97,50.21875,-122.46875
6373,29,97,50.28125,-122.46875
6374,28,97,50.21875,-122.46875
6375,30,97,50.34375,-122.46875
6376,30,96,50.34375,-122.53125
6377,29,96,50.28125,-122.53125
6378,27,93,50.15625,-122.71875
6379,28,94,50.21875,-122.65625
6380,29,95,50.28125,-122.59375
6381,28,95,50.21875,-122.59375
6382,29,95,50.28125,-122.59375
6383,28,93,50.21875,-122.71875
6384,29,92,50.28125,-122.78125
6385,29,93,50.28125,-122.71875
6386,29,94,50.28125,-122.65625
6387,29,95,50.28125,-122.59375
6388,31,95,50.40625,-122.59375
6389,30,95,50.34375,-122.59375
6390,29,95,50.28125,-122.59375
6391,31,94,50.40625,-122.65625
6392,30,94,50.34375,-122.65625
6393,34,95,50.59375,-122.59375
6394,34,94,50.59375,-122.65625
6395,33,93,50.53125,-122.71875
6396,32,93,50.46875,-122.71875
6397,31,93,50.40625,-122.71875
6398,30,93,50.34375,-122.71875
6399,30,83,50.34375,-123.34375
6400,29,83,50.28125,-123.34375
6401,29,84,50.28125,-123.28125
6402,29,85,50.28125,-123.21875
6403,28,86,50.21875,-123.15625
6404,28,87,50.21875,-123.09375
6405,28,88,50.21875,-123.03125
6406,28,89,50.21875,-122.96875
6407,28,90,50.21875,-122.90625
6408,29,91,50.28125,-122.84375
6409,30,92,50.34375,-122.78125
6410,31,92,50.40625,-122.78125
6411,30,92,50.34375,-122.78125
6412,30,90,50.34375,-122.90625
6413,31,90,50.40625,-122.90625
6414,31,91,50.40625,-122.84375
6415,31,90,50.40625,-122.90625
6416,30,89,50.34375,-122.96875
6417,31,89,50.40625,-122.96875
6418,32,89,50.46875,-122.96875
6419,31,82,50.40625,-123.40625
6420,31,83,50.40625,-123.34375
6421,31,84,50.40625,-123.28125
6422,32,85,50.46875,-123.21875
6423,32,86,50.46875,-123.15625
6424,32,87,50.46875,-123.09375
6425,32,88,50.46875,-123.03125
6426,32,89,50.46875,-122.96875
6427,32,90,50.46875,-122.90625
6428,32,89,50.46875,-122.96875
6429,33,89,50.53125,-122.96875
6430,33,88,50.53125,-123.03125
6431,34,88,50.59375,-123.03125
6432,33,88,50.53125,-123.03125
6433,34,87,50.59375,-123.09375
6434,33,87,50.53125,-123.09375
6435,32,83,50.46875,-123.34375
6436,33,84,50.53125,-123.28125
6437,33,85,50.53125,-123.21875
6438,33,86,50.53125,-123.15625
6439,34,86,50.59375,-123.15625
6440,33,86,50.53125,-123.15625
6441,35,85,50.65625,-123.21875
6442,34,85,50.59375,-123.21875
6443,36,84,50.71875,-123.28125
6444,35,84,50.65625,-123.28125
6445,34,84,50.59375,-123.28125
6446,33,83,50.53125,-123.34375
6447,34,83,50.59375,-123.34375
6448,35,83,50.65625,-123.34375
6449,34,83,50.59375,-123.34375
6450,32,81,50.46875,-123.46875
6451,33,81,50.53125,-123.46875
6452,34,82,50.59375,-123.40625
6453,32,82,50.46875,-123.40625
6454,33,82,50.53125,-123.40625
6455,34,82,50.59375,-123.40625
6456,34,77,50.59375,-123.71875
6457,34,78,50.59375,-123.65625
6458,33,79,50.53125,-123.59375
6459,33,80,50.53125,-123.53125
6460,34,81,50.59375,-123.46875
6461,34,82,50.59375,-123.40625
6462,35,79,50.65625,-123.59375
6463,35,80,50.65625,-123.53125
6464,35,81,50.65625,-123.46875
6465,36,83,50.71875,-123.34375
6466,35,82,50.65625,-123.40625
6467,35,81,50.65625,-123.46875
6468,37,81,50.78125,-123.46875
6469,36,81,50.71875,-123.46875
6470,35,81,50.65625,-123.46875
6471,35,77,50.65625,-123.71875
6472,36,78,50.71875,-123.65625
6473,35,78,50.65625,-123.65625
6474,36,78,50.71875,-123.65625
6475,37,77,50.78125,-123.71875
6476,36,78,50.71875,-123.65625
6477,37,78,50.78125,-123.65625
6478,36,78,50.71875,-123.65625
6479,34,76,50.59375,-123.78125
6480,35,76,50.65625,-123.78125
6481,36,77,50.71875,-123.71875
6482,36,76,50.71875,-123.78125
6483,36,77,50.71875,-123.71875
6484,38,77,50.84375,-123.71875
6485,37,76,50.78125,-123.78125
6486,36,75,50.71875,-123.84375
6487,37,75,50.78125,-123.84375
6488,38,75,50.84375,-123.84375
6489,37,75,50.78125,-123.84375
6490,38,76,50.84375,-123.78125
6491,37,75,50.78125,-123.84375
6492,12,111,49.21875,-121.59375
6493,13,111,49.28125,-121.59375
6494,12,112,49.21875,-121.53125
6495,13,111,49.28125,-121.59375
6496,15,110,49.40625,-121.65625
6497,15,111,49.40625,-121.59375
6498,16,110,49.46875,-121.65625
6499,15,111,49.40625,-121.59375
6500,11,114,49.15625,-121.40625
6501,12,114,49.21875,-121.40625
6502,11,116,49.15625,-121.28125
6503,11,115,49.15625,-121.34375
6504,12,114,49.21875,-121.40625
6505,11,113,49.15625,-121.46875
6506,12,113,49.21875,-121.46875
6507,12,114,49.21875,-121.40625
6508,13,117,49.28125,-121.21875
6509,14,117,49.34375,-121.21875
6510,14,116,49.34375,-121.28125
6511,14,115,49.34375,-121.34375
6512,14,114,49.34375,-121.40625
6513,15,116,49.40625,-121.28125
6514,15,115,49.40625,-121.34375
6515,14,120,49.34375,-121.03125
6516,13,119,49.28125,-121.09375
6517,14,118,49.34375,-121.15625
6518,15,117,49.40625,-121.21875
6519,16,116,49.46875,-121.28125
6520,17,116,49.53125,-121.28125
6521,16,116,49.46875,-121.28125
6522,18,118,49.59375,-121.15625
6523,17,117,49.53125,-121.21875
6524,16,117,49.46875,-121.21875
6525,16,120,49.46875,-121.03125
6526,16,119,49.46875,-121.09375
6527,16,118,49.46875,-121.15625
6528,17,120,49.53125,-121.03125
6529,18,119,49.59375,-121.09375
6530,16,112,49.46875,-121.53125
6531,17,113,49.53125,-121.46875
6532,19,110,49.65625,-121.65625
6533,19,111,49.65625,-121.59375
6534,19,112,49.65625,-121.53125
6535,20,112,49.71875,-121.53125
6536,19,112,49.65625,-121.53125
6537,22,118,49.84375,-121.15625
6538,22,117,49.84375,-121.21875
6539,22,116,49.84375,-121.28125
6540,21,115,49.78125,-121.34375
6541,21,114,49.78125,-121.40625
6542,21,117,49.78125,-121.21875
6543,21,116,49.78125,-121.28125
6544,20,116,49.71875,-121.28125
6545,20,115,49.71875,-121.34375
6546,19,117,49.65625,-121.21875
6547,19,116,49.65625,-121.28125
6548,22,110,49.84375,-121.65625
6549,22,111,49.84375,-121.59375
6550,22,112,49.84375,-121.53125
6551,22,109,49.84375,-121.71875
6552,23,109,49.90625,-121.71875
6553,24,110,49.96875,-121.65625
6554,25,111,50.03125,-121.59375
6555,23,108,49.90625,-121.78125
6556,24,109,49.96875,-121.71875
6557,25,109,50.03125,-121.71875
6558,25,107,50.03125,-121.84375
6559,25,108,50.03125,-121.78125
6560,24,108,49.96875,-121.78125
6561,23,107,49.90625,-121.84375
6562,24,107,49.96875,-121.84375
6563,23,106,49.90625,-121.90625
6564,24,106,49.96875,-121.90625
6565,25,106,50.03125,-121.90625
6566,24,106,49.96875,-121.90625
6567,25,102,50.03125,-122.15625
6568,24,102,49.96875,-122.15625
6569,24,103,49.96875,-122.09375
6570,23,104,49.90625,-122.03125
6571,23,105,49.90625,-121.96875
6572,24,104,49.96875,-122.03125
6573,24,105,49.96875,-121.96875
6574,25,105,50.03125,-121.96875
6575,24,105,49.96875,-121.96875
6576,25,103,50.03125,-122.09375
6577,25,104,50.03125,-122.03125
6578,26,104,50.09375,-122.03125
6579,25,104,50.03125,-122.03125
6580,25,115,50.03125,-121.34375
6581,25,114,50.03125,-121.40625
6582,25,113,50.03125,-121.46875
6583,26,109,50.09375,-121.71875
6584,27,109,50.15625,-121.71875
6585,26,107,50.09375,-121.84375
6586,26,108,50.09375,-121.78125
6587,27,108,50.15625,-121.78125
6588,26,108,50.09375,-121.78125
6589,26,105,50.09375,-121.96875
6590,27,106,50.15625,-121.90625
6591,28,113,50.21875,-121.46875
6592,29,112,50.28125,-121.53125
6593,30,112,50.34375,-121.53125
